hashtag_H cluster_C_leader(userID) relative_frequency_H_C frequency_H_in_C frequency_H_overall count_H_in_C count_hashtags_in_C count_H_entire_dataset count_hashtags_entire_dataset
LoveAt9Q22 1098819491780153345.hashtags 392.80000000000001002425 .00025458248472505091  .10000000000000000000 1 10 1 3928
REDSHEILDS 1104524508709441536.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
commonlaw 1104524508709441536.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
LeMMMMMMRip 1108565574.hashtags 37.95169082125603878654 .00229124236252545824  .08695652173913043478 2 23 9 3928
auspol 1108565574.hashtags 3.22231337161607875321 .04047861507128309572  .13043478260869565217 3 23 159 3928
AlboForPM 1108565574.hashtags 3.79516908212560386540 .01145621181262729124  .04347826086956521739 1 23 45 3928
abc730 1108565574.hashtags 21.34782608695652175919 .00203665987780040733  .04347826086956521739 1 23 8 3928
ScottyDoesntGiveARats 1108565574.hashtags 56.92753623188405867672 .00076374745417515274  .04347826086956521739 1 23 3 3928
auspol 1108565574.hashtags 3.22231337161607875321 .04047861507128309572  .13043478260869565217 3 23 159 3928
auspol 1108565574.hashtags 3.22231337161607875321 .04047861507128309572  .13043478260869565217 3 23 159 3928
Morrison 1108565574.hashtags 3.48535936113575865351 .01247454175152749490  .04347826086956521739 1 23 49 3928
VoteThemAllOut2022 1108565574.hashtags 13.13712374581939801062 .00330957230142566191  .04347826086956521739 1 23 13 3928
livingwithcovid 1108565574.hashtags 85.39130434782608745606 .00050916496945010183  .04347826086956521739 1 23 2 3928
living 1108565574.hashtags 34.15652173913043484825 .00254582484725050916  .08695652173913043478 2 23 10 3928
LeMMMMMMRip 1108565574.hashtags 37.95169082125603878654 .00229124236252545824  .08695652173913043478 2 23 9 3928
Oz 1108565574.hashtags 17.07826086956521742412 .00254582484725050916  .04347826086956521739 1 23 10 3928
taxpayer 1108565574.hashtags 42.69565217391304372803 .00101832993890020366  .04347826086956521739 1 23 4 3928
warfare 1108565574.hashtags 170.78260869565217826629 .00025458248472505091  .04347826086956521739 1 23 1 3928
schools 1108565574.hashtags 8.53913043478260871206 .00509164969450101832  .04347826086956521739 1 23 20 3928
LNPDisgrace 1108565574.hashtags 17.07826086956521742412 .00254582484725050916  .04347826086956521739 1 23 10 3928
insiders 1108565574.hashtags 14.23188405797101452942 .00305498981670061099  .04347826086956521739 1 23 12 3928
ScottyDoesNothing 1108565574.hashtags 56.92753623188405867672 .00076374745417515274  .04347826086956521739 1 23 3 3928
ScottyTheSOOOOOObag 1108565574.hashtags 85.39130434782608745606 .00050916496945010183  .04347826086956521739 1 23 2 3928
LNPCorruptionParty 1108565574.hashtags 9.48792270531400967593 .00458248472505091649  .04347826086956521739 1 23 18 3928
ScottyThePathologicalLiar 1108565574.hashtags 12.19875776397515528241 .00356415478615071283  .04347826086956521739 1 23 14 3928
ausvotes 1108565574.hashtags 8.98855835240274600154 .00483706720977596741  .04347826086956521739 1 23 19 3928
AgedCare 1113341312.hashtags 392.80000000000000230966 .00050916496945010183  .20000000000000000000 1 5 2 3928
HealthCare 1113341312.hashtags 392.80000000000000230966 .00050916496945010183  .20000000000000000000 1 5 2 3928
ReligiousDiscriminationBill 1113341312.hashtags 261.86666666666666992079 .00076374745417515274  .20000000000000000000 1 5 3 3928
auspol 1113341312.hashtags 9.88176100628930817683 .04047861507128309572  .40000000000000000000 2 5 159 3928
auspol 1113341312.hashtags 9.88176100628930817683 .04047861507128309572  .40000000000000000000 2 5 159 3928
